Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
1/17/2018,Completed,1/29/2018,18-00318398,Street Lights - All/Out,134 N CENTRAL PARK DR,60624,1152303.227,1900902.157,28,11,27,41.88394055,-87.71618642,"(41.88394054541706, -87.71618642003997)"
1/17/2018,Completed,1/29/2018,18-00321879,Street Lights - All/Out,2319 N HAMILTON AVE,60647,1161647.339,1915159.618,32,14,22,41.92287459,-87.68147601,"(41.92287459200416, -87.68147601085573)"
1/18/2018,Completed - Dup,1/29/2018,18-00330640,Street Lights - All/Out,557 W MONROE ST,60661,1172630.321,1899825.998,42,1,28,41.88056211,-87.64157545,"(41.880562106522675, -87.64157544738877)"
1/18/2018,Completed,1/29/2018,18-00330590,Street Lights - All/Out,557 W MONROE ST,60661,1172630.321,1899825.998,42,1,28,41.88056211,-87.64157545,"(41.880562106522675, -87.64157544738877)"
1/18/2018,Completed,1/29/2018,18-00330620,Street Lights - All/Out,1044 W GLADYS AVE,60607,1169521.472,1898582.53,25,12,28,41.87721813,-87.65302697,"(41.87721813393743, -87.65302696803221)"
1/18/2018,Completed,1/29/2018,18-00333249,Street Lights - All/Out,1701 N MONTICELLO AVE,60647,1151784.134,1911059.453,26,25,23,41.9118234,-87.71782501,"(41.91182339677165, -87.71782500536658)"
1/18/2018,Completed,1/29/2018,18-00343619,Street Lights - All/Out,2300 W 24TH ST,60608,1161412.516,1888030.687,25,10,31,41.84843537,-87.68309414,"(41.848435369538336, -87.68309414273418)"
1/19/2018,Completed,1/29/2018,18-00354820,Street Lights - All/Out,1214 W 32ND ST,60608,1168744.569,1883591.014,11,9,60,41.836097,-87.65631354,"(41.836097004208675, -87.65631354134486)"
1/19/2018,Completed,1/29/2018,18-00361286,Street Lights - All/Out,5343 W WELLINGTON AVE,60641,1140229.691,1919427.994,31,25,19,41.93500726,-87.76006754,"(41.93500726049088, -87.76006753786966)"
1/20/2018,Completed,1/29/2018,18-00372897,Street Lights - All/Out,10800 S VERNON AVE,60628,1181160.37,1833442.863,9,5,49,41.6982078,-87.61229854,"(41.69820780267337, -87.6122985385535)"
1/20/2018,Completed,1/29/2018,18-00377441,Street Lights - All/Out,2924 N LONG AVE,60641,1139862.449,1919029.51,31,25,19,41.93392051,-87.76142695,"(41.93392050875287, -87.76142695113624)"
1/22/2018,Completed - Dup,1/29/2018,18-00413653,Street Lights - All/Out,5300 W WELLINGTON AVE,60641,1140521.591,1919434.994,31,25,19,41.93502111,-87.75899461,"(41.93502110812916, -87.75899460937397)"
1/22/2018,Completed - Dup,1/29/2018,18-00413993,Street Lights - All/Out,7110 S PULASKI RD,60629,1150935.854,1857154.442,18,8,65,41.76391774,-87.72234999,"(41.76391773507193, -87.72234999436091)"
1/22/2018,Completed,1/29/2018,18-00403496,Street Lights - All/Out,3431 W DICKENS AVE,60647,1153229.65,1913743.84,26,14,22,41.919161,-87.71244319,"(41.91916100110354, -87.71244318931842)"
1/22/2018,Completed,1/29/2018,18-00404378,Street Lights - All/Out,7056 S PULASKI RD,60629,1150922.038,1857426.27,13,8,65,41.76466394,-87.72239356,"(41.76466394492438, -87.72239355960377)"
1/22/2018,Completed,1/29/2018,18-00404415,Street Lights - All/Out,7200 S PULASKI RD,60629,1150951.502,1856562.359,18,8,65,41.76229266,-87.72230806,"(41.76229265519946, -87.72230805644465)"
1/22/2018,Completed,1/29/2018,18-00404478,Street Lights - All/Out,3600 W 68TH PL,60629,1153499.1,1858948.1,13,8,65,41.76878947,-87.71290758,"(41.76878947240567, -87.71290758043259)"
1/22/2018,Completed,1/29/2018,18-00406254,Street Lights - All/Out,1217 W 97TH ST,60643,1169911.605,1840609.446,21,22,73,41.71812505,-87.6532785,"(41.71812505175091, -87.65327849584348)"
1/22/2018,Completed,1/29/2018,18-00420635,Street Lights - All/Out,5661 W CHICAGO AVE,60651,1138237.397,1904770.003,29,15,25,41.89482037,-87.76774463,"(41.89482036864559, -87.76774463386398)"
1/22/2018,Completed,1/29/2018,18-00421762,Street Lights - All/Out,2161 W COULTER ST,60608,1162341.306,1887860.906,25,10,31,41.84795013,-87.67969016,"(41.84795012604818, -87.67969016006415)"
1/30/2018,Completed - Dup,1/30/2018,18-00528043,Street Lights - All/Out,7900 S ADA ST,60620,1168700.86,1852377.443,17,6,71,41.75044429,-87.65737449,"(41.75044429343079, -87.6573744875905)"
1/30/2018,Completed,1/30/2018,18-00528874,Street Lights - All/Out,6342 W BERWYN AVE,60630,1132873.301,1934854.56,45,16,11,41.97747116,-87.78674136,"(41.977471164025516, -87.786741357774)"
1/30/2018,Completed,1/30/2018,18-00530095,Street Lights - All/Out,1000 E OAKWOOD BLVD,60653,1183553.175,1879592.939,4,2,36,41.82479288,-87.60210098,"(41.82479288290526, -87.60210098416803)"
1/30/2018,Completed,1/30/2018,18-00534358,Street Lights - All/Out,6700 W FOREST PRESERVE AVE,0,1130930.541,1928497.789,0,31,0,41.96006133,-87.79403309,"(41.96006133464535, -87.79403308832455)"
1/30/2018,Completed,1/30/2018,18-00534807,Street Lights - All/Out,8200 S WESTERN AVE,60620,1161802.618,1850146.871,18,8,70,41.7444692,-87.68271475,"(41.74446920351615, -87.68271474514485)"
1/30/2018,Completed,1/30/2018,18-00536331,Street Lights - All/Out,201 E 16TH ST,60616,1177921.543,1892481.325,3,1,33,41.86028922,-87.62237016,"(41.860289215212376, -87.62237016113255)"
5/31/2017,Completed - Dup,1/30/2018,17-03559031,Street Lights - All/Out,2800 W 71ST ST,60629,1158933.453,1857439.268,17,8,66,41.76453971,-87.69302892,"(41.76453971340979, -87.69302892365278)"
1/26/2018,Completed,1/30/2018,18-00504216,Street Lights - All/Out,4446 S MOZART ST,60632,1158109.413,1875043.413,15,9,58,41.81286474,-87.69557064,"(41.81286473606154, -87.69557064061077)"
1/26/2018,Completed,1/30/2018,18-00504872,Street Lights - All/Out,1104 W 104TH ST,60643,1170797.883,1835844.217,34,22,73,41.70502929,-87.65017087,"(41.705029287349554, -87.65017086697317)"
1/26/2018,Completed,1/30/2018,18-00505123,Street Lights - All/Out,8055 S WASHTENAW AVE,60652,1159776.8,1851111.628,18,8,70,41.74715844,-87.69011122,"(41.74715843855998, -87.69011121577618)"
1/26/2018,Completed,1/30/2018,18-00505164,Street Lights - All/Out,5946 W EASTWOOD AVE,60630,1135861.957,1930304.512,45,16,15,41.96493256,-87.77585935,"(41.964932558252464, -87.77585935450064)"
1/26/2018,Completed,1/30/2018,18-00505169,Street Lights - All/Out,9154 S AVALON AVE,60619,1186134.705,1844529.632,8,4,47,41.72851547,-87.59373656,"(41.728515472229965, -87.59373656351683)"
1/27/2018,Completed,1/30/2018,18-00507277,Street Lights - All/Out,366 E 134TH ST,60827,1181003.32,1816543.319,9,5,54,41.65183658,-87.61339057,"(41.65183657845116, -87.61339056753731)"
1/27/2018,Completed,1/30/2018,18-00509140,Street Lights - All/Out,2607 N LECLAIRE AVE,60639,1141943.925,1916896.826,31,25,19,41.92802985,-87.75383047,"(41.92802985233163, -87.75383046729208)"
1/28/2018,Completed,1/30/2018,18-00510430,Street Lights - All/Out,1313 N MAPLEWOOD AVE,60622,1159166.196,1908644.759,26,14,24,41.90504871,-87.69077191,"(41.90504871196625, -87.69077190644852)"
1/28/2018,Completed,1/30/2018,18-00510601,Street Lights - All/Out,12137 S STEWART AVE,60628,1175813.318,1824439.027,34,5,53,41.67362107,-87.63214496,"(41.673621071215436, -87.63214495878015)"
1/28/2018,Completed,1/30/2018,18-00513314,Street Lights - All/Out,2400 S TRUMBULL AVE,60623,1153746.176,1887837.802,22,10,30,41.84806192,-87.71123538,"(41.84806191609842, -87.7112353837048)"
1/28/2018,Completed,1/30/2018,18-00513465,Street Lights - All/Out,509 W 57TH ST,60621,1173844.448,1867120.533,20,7,68,41.79078861,-87.63808933,"(41.79078860791957, -87.63808932797458)"
1/28/2018,Completed,1/30/2018,18-00513966,Street Lights - All/Out,10200 S PROSPECT AVE,60643,1167498.03,1837003.31,19,22,72,41.70828122,-87.66222147,"(41.708281224152884, -87.66222147019603)"
1/28/2018,Completed,1/30/2018,18-00514820,Street Lights - All/Out,3939 W 56TH PL,60629,1151071.961,1866845.954,13,8,62,41.79051013,-87.72159844,"(41.790510125281266, -87.72159843782208)"
1/29/2018,Completed - Dup,1/30/2018,18-00520886,Street Lights - All/Out,3200 W 26TH ST,60623,1155443.488,1886558.528,12,10,30,41.84451753,-87.70504049,"(41.84451752964168, -87.70504048535113)"
1/29/2018,Completed - Dup,1/30/2018,18-00520913,Street Lights - All/Out,3300 W 26TH ST,60623,1154780.064,1886541.211,12,10,30,41.8444833,-87.70747563,"(41.84448330293824, -87.7074756258753)"
1/29/2018,Completed,1/30/2018,18-00516339,Street Lights - All/Out,5053 W WRIGHTWOOD AVE,60639,1142257.925,1916825.226,31,25,19,41.92782755,-87.7526784,"(41.927827545381035, -87.75267840062641)"
1/29/2018,Completed,1/30/2018,18-00516344,Street Lights - All/Out,5128 W DEMING PL,60639,1141769.292,1916482.498,31,25,19,41.92689613,-87.75448247,"(41.926896132210786, -87.75448246616085)"
1/29/2018,Completed,1/30/2018,18-00516356,Street Lights - All/Out,3606 N CICERO AVE,60641,1143736.66,1923571.383,30,16,15,41.94631203,-87.74707502,"(41.946312031992285, -87.74707502301804)"
1/29/2018,Completed,1/30/2018,18-00516363,Street Lights - All/Out,6154 N HOYNE AVE,60659,1161210.31,1940861.548,40,24,2,41.99341111,-87.6823644,"(41.993411105680984, -87.68236440387318)"
1/29/2018,Completed,1/30/2018,18-00516366,Street Lights - All/Out,2120 S DAMEN AVE,60608,1163364.466,1889862.307,25,12,31,41.85342074,-87.67587889,"(41.85342073628348, -87.67587889070684)"
1/29/2018,Completed,1/30/2018,18-00516371,Street Lights - All/Out,2200 W 21ST PL,60608,1162033.844,1889705.362,25,12,31,41.85301792,-87.68076712,"(41.85301791663935, -87.68076711700824)"
1/29/2018,Completed,1/30/2018,18-00516378,Street Lights - All/Out,3600 N PACIFIC AVE,60634,1122088.78,1922965.23,38,16,17,41.9450274,-87.82666057,"(41.945027404893594, -87.82666056983868)"
1/29/2018,Completed,1/30/2018,18-00516431,Street Lights - All/Out,3500 S DR MARTIN LUTHER KING JR DR,60653,1179387.729,1881857.05,4,2,35,41.83110205,-87.61731338,"(41.831102046233475, -87.617313381676)"
1/29/2018,Completed,1/30/2018,18-00516926,Street Lights - All/Out,400 E WACKER DR,60601,1179158.197,1902504.424,42,1,32,41.88776495,-87.61752395,"(41.887764952288876, -87.6175239484367)"
1/29/2018,Completed,1/30/2018,18-00517691,Street Lights - All/Out,3311 W 26TH ST,60623,1154662.764,1886538.211,12,10,30,41.84447742,-87.70790618,"(41.84447741545788, -87.70790618080981)"
1/29/2018,Completed,1/30/2018,18-00519095,Street Lights - All/Out,8145 S TALMAN AVE,60652,1160124.849,1850421.6,18,8,70,41.74525775,-87.6888548,"(41.74525774800004, -87.68885479646357)"
1/29/2018,Completed,1/30/2018,18-00520559,Street Lights - All/Out,2845 W 71ST ST,60629,1158535.29,1857426.825,18,8,66,41.76451369,-87.69448865,"(41.76451369408783, -87.69448864777704)"
1/29/2018,Completed,1/30/2018,18-00520687,Street Lights - All/Out,5900 S MCVICKER AVE,60638,1137067.046,1864807.813,13,8,64,41.78517908,-87.77300059,"(41.785179082946165, -87.77300058780277)"
1/29/2018,Completed,1/30/2018,18-00520719,Street Lights - All/Out,2234 S ALBANY AVE,60623,1156038.436,1888989.227,12,10,30,41.85117568,-87.70279162,"(41.8511756827721, -87.7027916151076)"
1/29/2018,Completed,1/30/2018,18-00520749,Street Lights - All/Out,6100 S MASON AVE,60638,1137781.224,1863492.44,13,8,64,41.78155666,-87.77041361,"(41.78155666176518, -87.77041361188631)"
1/22/2018,Completed,1/30/2018,18-00405668,Street Lights - All/Out,6000 S CHAMPLAIN AVE,60637,1181596.03,1865369.57,20,3,42,41.78580827,-87.60972041,"(41.78580827445401, -87.60972040728801)"
1/22/2018,Completed,1/30/2018,18-00418263,Street Lights - All/Out,2123 W 21ST PL,60608,1162545.899,1889720.914,25,12,31,41.8530499,-87.67888727,"(41.85304989934028, -87.67888727345691)"
1/22/2018,Completed,1/30/2018,18-00422900,Street Lights - All/Out,3500 W 77TH PL,60652,1154391.65,1852992.21,18,8,70,41.75242784,-87.70979414,"(41.7524278410879, -87.70979414176095)"
1/23/2018,Completed - Dup,1/30/2018,18-00436501,Street Lights - All/Out,441 E OHIO ST,60611,1179447.037,1904292.842,42,18,8,41.89266584,-87.61640838,"(41.892665836079814, -87.61640837574069)"
1/23/2018,Completed - Dup,1/30/2018,18-00442858,Street Lights - All/Out,3845 W 81ST PL,60652,1152174.554,1850264.305,18,8,70,41.74498581,-87.71799044,"(41.744985811294576, -87.71799044421644)"
1/23/2018,Completed,1/30/2018,18-00427758,Street Lights - All/Out,2024 W 110TH ST,60643,1164708.42,1831924.079,19,22,75,41.69440217,-87.67257995,"(41.69440216555692, -87.67257994673471)"
1/23/2018,Completed,1/30/2018,18-00427870,Street Lights - All/Out,3826 W COLUMBUS AVE,60652,1152381.526,1848039.726,18,8,70,41.73887712,-87.71729041,"(41.738877116745435, -87.71729041150263)"
1/23/2018,Completed,1/30/2018,18-00429595,Street Lights - All/Out,11543 S THROOP ST,60643,1169734.782,1828219.443,34,5,53,41.68412875,-87.65428394,"(41.684128750778065, -87.65428393520385)"
1/23/2018,Completed,1/30/2018,18-00429772,Street Lights - All/Out,600 W 42ND ST,60609,1172998.52,1876898.9,11,9,61,41.81764017,-87.64090228,"(41.81764016960319, -87.64090227622921)"
1/23/2018,Completed,1/30/2018,18-00429821,Street Lights - All/Out,4700 S UNION AVE,60609,1172420.177,1873711.221,11,9,61,41.80890563,-87.64311772,"(41.80890563403372, -87.64311772138042)"
1/23/2018,Completed,1/30/2018,18-00435489,Street Lights - All/Out,1600 N NORDICA AVE,60707,1128848.31,1909853.372,29,25,25,41.90893449,-87.80211324,"(41.90893449381853, -87.80211323560123)"
1/23/2018,Completed,1/30/2018,18-00440816,Street Lights - All/Out,5600 S SAYRE AVE,60638,1130676.103,1866622.898,23,8,56,41.79027192,-87.79639162,"(41.79027192059718, -87.79639161971328)"
1/23/2018,Completed,1/30/2018,18-00441840,Street Lights - All/Out,700 W 111TH ST,60628,1173624.299,1831258.625,34,22,49,41.69238373,-87.63995608,"(41.69238373339408, -87.63995607665743)"
1/24/2018,Completed,1/30/2018,18-00449665,Street Lights - All/Out,1156 W 20TH PL,60608,1169013.506,1890238.49,25,12,31,41.85433245,-87.6551341,"(41.854332454007256, -87.65513409831755)"
1/24/2018,Completed,1/30/2018,18-00450074,Street Lights - All/Out,11000 S AVENUE G,60617,1203191.081,1832634.437,10,4,52,41.69545499,-87.53166255,"(41.69545499227674, -87.53166255345604)"
1/24/2018,Completed,1/30/2018,18-00451039,Street Lights - All/Out,3800 W 81ST PL,60652,1152476.654,1850272.805,18,8,70,41.7450032,-87.71688327,"(41.74500320315137, -87.71688326726567)"
1/24/2018,Completed,1/30/2018,18-00451319,Street Lights - All/Out,2314 S BLUE ISLAND AVE,60608,1164559.467,1888684.098,25,10,31,41.85016243,-87.67152615,"(41.85016242675522, -87.6715261492459)"
1/24/2018,Completed,1/30/2018,18-00451621,Street Lights - All/Out,9300 S EMERALD AVE,60620,1172943.154,1843185.428,21,22,73,41.72512766,-87.64209933,"(41.72512766296578, -87.64209933420322)"
1/24/2018,Completed,1/30/2018,18-00461463,Street Lights - All/Out,615 W KEMPER PL,60614,1171774.77,1915871.8,43,18,7,41.92461157,-87.64424365,"(41.924611569845446, -87.64424364973797)"
1/25/2018,Completed,1/30/2018,18-00471626,Street Lights - All/Out,2410 W HURON ST,60612,1160213.703,1904599.478,26,12,24,41.89392654,-87.68703603,"(41.89392653544079, -87.68703602792365)"
1/25/2018,Completed,1/30/2018,18-00472994,Street Lights - All/Out,2600 S PRAIRIE AVE,60616,1178480.256,1887163.837,4,1,35,41.84568496,-87.62048133,"(41.84568496414143, -87.62048133162611)"
1/25/2018,Completed,1/30/2018,18-00473102,Street Lights - All/Out,1055 E 42ND PL,60653,1184060.853,1877129.133,4,2,36,41.81802016,-87.6003156,"(41.81802015807093, -87.60031560203875)"
1/25/2018,Completed,1/30/2018,18-00474400,Street Lights - All/Out,1000 W 87TH ST,60620,1171166.425,1847134.482,21,6,71,41.73600339,-87.64849243,"(41.73600339108024, -87.64849242596068)"
1/25/2018,Completed,1/30/2018,18-00477648,Street Lights - All/Out,4400 S LECLAIRE AVE,60638,1143098.27,1874882.54,22,8,56,41.81271579,-87.75063664,"(41.81271578545449, -87.75063664051378)"
1/25/2018,Completed,1/30/2018,18-00487919,Street Lights - All/Out,3344 S EMERALD AVE,60616,1171846.613,1882708.219,11,9,60,41.83360688,-87.64495705,"(41.833606879538294, -87.64495704808378)"
1/25/2018,Completed,1/30/2018,18-00490067,Street Lights - All/Out,9200 S ADA ST,60620,1168945.164,1843751.625,21,22,73,41.72676856,-87.65672775,"(41.72676855594457, -87.6567277528803)"
1/26/2018,Completed - Dup,1/30/2018,18-00494698,Street Lights - All/Out,10200 S COTTAGE GROVE AVE,60628,1182814.862,1837476.543,9,5,49,41.70923857,-87.60611597,"(41.70923857014275, -87.60611596862312)"
1/26/2018,Completed - Dup,1/30/2018,18-00494939,Street Lights - All/Out,2141 S HOYNE AVE,60608,1162702.199,1889680.514,25,12,31,41.85293577,-87.67831473,"(41.852935767417485, -87.67831473196813)"
1/26/2018,Completed - Dup,1/30/2018,18-00495526,Street Lights - All/Out,7918 S ADA ST,60620,1168705.884,1852193.931,21,6,71,41.7499406,-87.65736136,"(41.74994060263528, -87.65736136087487)"
1/26/2018,Completed - Dup,1/30/2018,18-00499827,Street Lights - All/Out,2100 W 21ST PL,60608,1162700.899,1889725.614,25,12,31,41.85305955,-87.67831824,"(41.853059553500394, -87.67831824069275)"
1/26/2018,Completed,1/30/2018,18-00494648,Street Lights - All/Out,3632 E 106TH ST,60617,1202177.568,1835277.578,10,4,52,41.70273383,-87.53528359,"(41.70273382519896, -87.5352835940033)"
1/26/2018,Completed,1/30/2018,18-00494659,Street Lights - All/Out,4200 S LAKE PARK AVE,60653,1184242.485,1877133.255,4,2,36,41.81802722,-87.5996492,"(41.81802721506661, -87.59964919600607)"
1/26/2018,Completed,1/30/2018,18-00494907,Street Lights - All/Out,2402 N KEDZIE BLVD,60647,1154636.039,1915803.154,32,14,22,41.92478387,-87.70722068,"(41.92478386980001, -87.70722068011284)"
1/26/2018,Completed,1/30/2018,18-00494991,Street Lights - All/Out,6139 W LELAND AVE,60630,1134508.58,1930558.81,38,16,15,41.96565443,-87.78082944,"(41.96565443109642, -87.78082944067741)"
1/26/2018,Completed,1/30/2018,18-00496848,Street Lights - All/Out,2719 W 58TH ST,60629,1159161.827,1866083.482,16,8,63,41.78825601,-87.69195557,"(41.788256009782, -87.69195556827637)"
1/26/2018,Completed,1/30/2018,18-00501310,Street Lights - All/Out,2300 W 69TH ST,60636,1162256.983,1858857.108,17,8,66,41.76836193,-87.68080782,"(41.76836193332458, -87.6808078154096)"
1/26/2018,Completed,1/30/2018,18-00501970,Street Lights - All/Out,1319 W NELSON ST,60657,1166979.851,1920371.007,32,19,6,41.93706201,-87.66173266,"(41.93706201496412, -87.661732661779)"
1/26/2018,Completed,1/30/2018,18-00503240,Street Lights - All/Out,9331 S PEORIA ST,60620,1171956.069,1842883.218,21,22,73,41.72432005,-87.64572388,"(41.72432005074033, -87.64572388288919)"
1/9/2018,Completed,1/30/2018,18-00142823,Street Lights - All/Out,5200 W FLOURNOY ST,60644,1141826.49,1896461.987,29,15,25,41.87195646,-87.75476841,"(41.87195646222055, -87.75476841168553)"
1/16/2018,Completed,1/30/2018,18-00287874,Street Lights - All/Out,429 N MICHIGAN AVE,60611,1177359.833,1903368.677,42,18,8,41.89017748,-87.6241018,"(41.89017748266317, -87.62410179840207)"
1/16/2018,Completed,1/30/2018,18-00289393,Street Lights - All/Out,1 W 71ST ST,60621,1177515.856,1857917.935,6,3,69,41.76545346,-87.62490522,"(41.76545345593789, -87.62490521862533)"
1/18/2018,Completed,1/30/2018,18-00329904,Street Lights - All/Out,6643 S CLAREMONT AVE,60636,1161885.203,1860544.695,16,8,66,41.77300064,-87.68212374,"(41.773000639712315, -87.68212373815108)"
1/18/2018,Completed,1/30/2018,18-00330449,Street Lights - All/Out,815 E 89TH PL,60619,1183230.645,1845809.193,8,6,44,41.73209471,-87.60433494,"(41.732094714301006, -87.6043349420115)"
1/18/2018,Completed,1/30/2018,18-00341904,Street Lights - All/Out,8043 S WESTERN AVE,60620,1161777.12,1851147.28,18,8,70,41.74721501,-87.68278046,"(41.74721500665247, -87.68278045903031)"
1/19/2018,Completed,1/30/2018,18-00348979,Street Lights - All/Out,1211 E 71ST PL,60619,1185496.67,1857846.93,5,3,69,41.76507452,-87.59565557,"(41.76507451513411, -87.59565556929374)"
1/19/2018,Completed,1/30/2018,18-00349822,Street Lights - All/Out,6147 S MELVINA AVE,60638,1136128.036,1863121.109,13,8,64,41.7805672,-87.77648354,"(41.78056719805121, -87.77648354050778)"
1/19/2018,Completed,1/30/2018,18-00349983,Street Lights - All/Out,8118 S SPRINGFIELD AVE,60652,1151808.213,1850380.629,18,8,70,41.74531221,-87.71932975,"(41.74531220592168, -87.71932975163985)"
